WKT,nombre,descripción,,,,,,
POINT (-5.26054 43.48468 0.0),Area Ac Colunga   (4 eur/noche,Agua:si,Wc:si,Vaciado:si,Elec:?),,,
POINT (6.50646 43.70624 0.0),Area Ac Comps-sur Artuby  (Gratuito,Agua:si,Wc:si,Vaciado:si,Elec:si),,,
POINT (-3.92052 47.87897 0.0),Area Ac Concarneu  (Gratuito:no(3eur/noche),Agua:si,Wc:si,Vaciado:si,Elec:?),,,
POINT (5.59955 46.65264 0.0),Area Ac Conliege  Gratuito:Si Agua:SI. WC:SI,,,,,,,
POINT (-8.34332 39.47701 0.0),Area ac Constancia  (Gratuito,Agua:si,Wc:si,Vaciado:si,Elec:no),,,
POINT (-1.31921 44.09353 0.0),Area ac Contis Plage  (Tarifa:11eur/24h,Agua:si,Wc:si,Vaciado:si,Elect:si),,,
POINT (1.95788 44.06432 0.0),Area ac Cordes sur Ciel  (6 euros,Agua:si,vaciado:si,WC:no, electric,si),,
POINT (-4.39832 43.23353 0.0),Area Ac Cosio (Valle de Nansa)  (Area privada,gratuito,agua,wc,vaciado),,,
POINT (0.1783 46.29857 0.0),Area ac CouhÃ©  (Gratuito,Agua:si,Wc:si,Vaciado:si,Elec:no),,,
POINT (-0.34809 44.77655 0.0),Area Ac Creon  (Gratuito,Agua:si(2eur),Wc:no,Vaciado:si,Elec:si),,,
POINT (1.60571 46.45903 0.0),Area Ac Cuzion   (Gratuito,Agua:si:Wc:no,Vaciado:si,Elect:no),,,,
POINT (-0.0226 47.24089 0.0),Area Ac Dampierre sur Loire  (7 euros,Agua:si (2eur),Wc:si,Vaciado:si,Elec:no, Ducha:si 2 eur.),,
POINT (-1.50419 43.28942 0.0),Area AC Dantzarinea  (Gratuito,Agua:si,vaciado:si,WC:no, electric,no),,
POINT (-1.04945 43.71435 0.0),Area ac Dax  Gratuito,Agua:si,Wc:no,Vaciado:si,Elect:?,,,
POINT (-8.06401 38.7005 0.0),Area AC de Arraiolos   (Gratuito,Agua:si,vaciado:si,WC:no, electric,no),,
POINT (-0.11256 42.89361 0.0),Area Ac de Cauterets  Gratuito:no(10eur/dia)Agua:si,Wc:si,Vaciado:si,Electr:si,,,,
POINT (-8.49521 40.11313 0.0),Area AC de Condeixa-A-Nova  (Gratuito,Agua:si,vaciado:si,WC:no, electric,no),,
POINT (-2.01442 43.30792 0.0),Area AC de Donosti  Gratuito: no, Agua: si, Wc: no,,,,,
POINT (-7.25775 43.56322 0.0),Area ac de Foz  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elec:?),,,
POINT (5.60792 48.24051 0.0),Area Ac de Goncourt  Gratuita, Agua: si (2 eur), Wc: no,,,,,
POINT (-2.02963 48.45451 0.0),Area Ac de Lanvallay  (Gratuito,Agua:si,Wc:si,Vaciado:si,Elec:?),,,
POINT (-0.4224 42.98787 0.0),Area Ac de Laruns  6 euros: no, Agua: si (2 eur), Wc: si,,,,,
POINT (-7.51994 37.16536 0.0),Area Ac de Manta Rota  (CIERRA JULIO AGOSTO 5eur/noche,Agua:si,Wc:no,Vaciado:si,Elec:si(2.5eur)),,,
POINT (13.43666 43.52395 0.0),Area Ac de Offagna   (Gratuito,Agua:si,vaciado:si,WC:no, electric.:si),,,
POINT (2.92651 49.92636 0.0),Area AC de Peronne  (Gratuito,Agua:si,vaciado:si,Electr: si 2eur,Wc:no),,,
POINT (-4.74117 42.51855 0.0),Area ac de SaldaÃ±a  Gratuito, Agua: si, wc: no,,,,,
POINT (-9.3835 38.91809 0.0),Area AC de Santa Susan (Pobral)  (Gratuito,Agua:si,vaciado:si,WC:no, electric,no),,
POINT (-1.58398 43.31207 0.0),Area Ac de Sare  (6eur/noche,Agua:si,Wc:si,Vaciado:si,Elec:?),,,
POINT (7.40611 48.23335 0.0),Area Ac de Selestat   (Gratuito,Agua:si,Wc:si,Vaciado:si,Elec:?),,,
POINT (-1.68285 42.52634 0.0),Area Ac de Tafalla  (Gratuito,Agua:si,Wc:si,Vaciado:si,Elec:?),,,
POINT (0.89043 42.16312 0.0),Area Ac de Tremp  Gratuito, agua: si, Wc: no,,,,,
POINT (10.97838 45.43375 0.0),Area Ac de Verona  Gratuito: no (10eur/noche), Agua: si, Wc: no,,,,,
POINT (-1.40689 43.7793 0.0),Area AC de Vieux-Boucau  Agua: Si. WC: ?. Gratuito: No (5eur o 10eur depede temporada),,,,,,,
POINT (-5.74347 41.49793 0.0),Area Ac de Zamora  (Gratuito,Agua:si,Wc:si),,,,,
POINT (6.07499 52.72125 0.0),Area Ac De Zuidercluft (Giethoorn)  (10 furgo+1 eur/pax.,Agua:si,vaciado:si,WC:si, electric,si, ducha,lavadora...)
POINT (2.54679 42.1523 0.0),Area ac del camping Lava (Santa Pau)  Tarifa: 11 eur/noche, Agua:si, Wc: si, Grises: si, Elec: si,,,
POINT (-1.45486 43.59621 0.0),Area Ac des Arenes(Labenne)  (8eur/noche,Agua:si, Wc:si,Vaciado:si:Elec:?),,,,
POINT (10.16844 49.80102 0.0),Area Ac Dettelbach  (Gratuito:no(5eur/24h),Agua:si,Wc:no,Vaciado:si,Elec:no),,,
POINT (1.0866 49.93013 0.0),Area Ac Dieppe  (7 eur/noche,Agua:si,Wc:si,Vaciado:si,Elec:?),,,
POINT (3.97131 46.48085 0.0),Area Ac Digoin  Gratuito,Agua:si,Wc:si,Vaciado:si,Elect:?,,,
POINT (10.32908 49.07818 0.0),Area ac Dinkelsbuhl  (Gratuito:no(10eur),Agua:Si,Wc:si,Vaciado:si,Elect:si),,,
POINT (1.22165 44.80049 0.0),Area AC Domme  Gratuito: no (5 eur/noche), Agua: si (2 eur.), Wc: no,,,,,
POINT (0.97549 42.87535 0.0),Area Ac du Biros (Bonac-Irazein)  (Gratuito,Agua:si,Wc:si,Vaciado:si,Elec:?),,,
POINT (1.36404 50.05831 0.0),Area Ac du Funiculaires (Treport)  (Precio:6eur/24h,Agua:si,Wc:si,Elec:si),,,,
POINT (6.07812 49.4717 0.0),Area AC Dudelange  (Gratuito,Agua:si,vaciado:si,WC:no, electric,si),,
POINT (2.5655 42.86144 0.0),Area Ac Duilhac sous Peyrepertuse  (Gratuito,Agua:si,Wc:si),,,,,
POINT (-2.92624 41.9526 0.0),Area Ac Duruelo de la Sierra  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elec:no),,,
POINT (-5.67451 43.27809 0.0),Area Ac El Cadaviu (Langreo)  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elect:no),,,
POINT (-5.63889 43.28637 0.0),Area Ac El Entrego  (Gratuito,Agua:si,wc:no,Vaciado:si,Elec:no),,,
POINT (-6.09289 42.9565 0.0),Area AC El Moriscal, Huergas de Babia  (5 eur.,Agua:si,vaciado:si,WC:no, electric,no),
POINT (-6.22103 36.59877 0.0),Area Ac El Puerto de Sta Maria  (Area privada,6eur/noche,Agua:no,Wc:no,Vaciado:Si,Elec:no),,
POINT (-2.61568 42.51499 0.0),Area AC Elciego  (Gratuito,Agua:si,vaciado:si,WC:si, electric,2 euros/12 h.),,
POINT (-2.58073 47.73905 0.0),Area Ac Elven  Gratuito: Si, Pernocta: Si Agua: Si WC: Si,,,,,,
POINT (3.11505 41.85776 0.0),Area Ac EmpordArea (Palamos)  (T.A. 20 eur.T.B. 13 eur., Agua:si,Wc:no,Vaciado:si,Elec:si),,,
POINT (1.57858 42.53263 0.0),Area ac Encamp 2  Gratuito: no (15 eur), Agua: si, Wc: si,,,,,
POINT (-8.12141 41.93261 0.0),Area ac Entrimo  Gratuito, Agua: si, Wc: no,,,,,
POINT (2.21584 42.93374 0.0),Area Ac Esperaza  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elec:no),,,
POINT (-3.55759 43.08566 0.0),Area Ac Espinosa de los Monteros  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elect:no),,,
POINT (-0.74806 42.97912 0.0),Area ac estacion esqui La Pierre St Martin  Gratuito, Agua: si, Wc: si,,,,,
POINT (6.12393 45.02367 0.0),Area Ac Estacion esqui Les Deux Alpes  Gratuito: no (6 eur/noche), Agua: no, Wc: no,,,,,
POINT (-8.56634 40.75409 0.0),Area Ac Estarreja  (Precio:2eur/24h,Agua:si,Wc:no,Vaciado:si,Elec:?),,,
POINT (0.21611 49.70039 0.0),Area Ac Etretat  (Precio:8eur/24h,Agua:si,Wc:no,Vaciado:si,Elec:si),,,
POINT (8.41746 48.93586 0.0),Area Ac Ettlingen  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elec:si),,,
POINT (-8.07639 43.39611 0.0),Area AC Eumenatura (Monfero)  (8 euros,Agua:si,vaciado:si,WC:si, electric:si 3eur.,ducha:si, vacia/llenad. 3eur.),
POINT (2.78579 48.87739 0.0),Area ac Eurodisney (Paris)  (Gratuito:no(30 eur/dia),Agua:si,Wc: si),,,,,
POINT (-1.79573 42.39275 0.0),Area ac Falces  (Gratuito,Agua:si,Wc:no,Vaciado:si,Electr:no),,,
POINT (11.98694 54.94865 0.0),Area ac Faro  Gratuito, Agua: si, Wc: si,,,,,
POINT (-8.67272 39.63222 0.0),Area Ac Fatima  Gratuito: Si, Pernocta: Si Agua:  Si WC:Si,,,,,,
POINT (6.28631 45.74963 0.0),Area Ac Faverges  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elec:no),,,
POINT (0.37427 49.76029 0.0),Area Ac Fecamp  (Gratuito,Agua:no,Wc:no,Vaciado:si,Elec:?),,,
POINT (7.31173 47.48877 0.0),Area AC Ferrete  (Gratuito,Agua:2 eur, Electric:2 eur, Vaciado grises:si, negras:si, WC:no),,
POINT (-8.24015 43.49342 0.0),Area Ac Ferrol  Gratuito, Agua: si, Wc: no,,,,,
POINT (8.33785 44.1654 0.0),Area ac Finale Ligure  Tarifa:9eur/12h, Agua: si, Wc:no,Vaciado:si,,,,
POINT (3.59044 44.32586 0.0),Area Ac Florac  (Gratuito,Agua:si(2eur),Wc:si,Vaciado:si,Elec:?),,,
POINT (-8.58452 42.79736 0.0),Area Ac Fogar do Santiso (Teo)  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elect:no),,,
POINT (-6.8519 43.34309 0.0),Area AC Folgueirou (Illano)  (Gratuito,Agua:si,vaciado:si,WC:no, electric,no, piscina, bar)
POINT (-0.02138 44.56051 0.0),Area Ac Fontet  Gratuito: no (7 eur/noche), Agua: si, Wc: si,,,,,
POINT (-1.21102 48.35518 0.0),Area Ac Fougeres  Gratuito, Agua: si, Wc: no,,,,,
POINT (-1.087 45.98174 0.0),Area Ac Fouras  (gratuito:no,agua:de pago,wc:no),,,,,
POINT (0.22974 43.99403 0.0),Area Ac Fources  (7eur/noche,Agua:si:Wc:si,Vaciado:si,Elect:si),,,,
POINT (-9.2201 39.42841 0.0),Area Ac Foz do Areilho  (4 euros,Agua:si,vaciado:si,WC:si, electric.: si 2 euros, duchas:si),,
POINT (-6.64944 38.16982 0.0),Area AC Fregenal de la Sierra  (Gratuito,Agua:si,vaciado:si,WC:si, electric,no),,
POINT (-3.29598 42.76033 0.0),Area Ac Frias  (6eur/noche,Agua:si,Wc:no,Vaciado:si,Elec:no),,,
POINT (7.82561 47.99943 0.0),Area Ac Friburgo  (Tarifa:8eur/noche,Agua:si,Wc:no,Vaciado:si,Elect:si),,,
POINT (-4.41215 42.26485 0.0),Area Ac Fromista  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elec:?),,,
POINT (9.66611 50.55692 0.0),Area Ac Fulda  (Gratuito:no(5eur/24h),Agua:si,Wc:si,Vaciado:si,Elec:si),,,
POINT (0.97209 44.49813 0.0),Area Ac Fumel  Agua: Si, Wc: Si, Gratuito: Si,,,,,
POINT (7.87278 45.70166 0.0),Area AC Gaby  (6 euros,Agua:si,vaciado:si,WC:si, electric,no),,
POINT (9.76614 49.00229 0.0),Area Ac Gaildorf  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elec:?),,,
POINT (11.10716 47.50466 0.0),Area Ac Garmisch-Partenkirchen  (15eur/noche,Agua:si,Wc:si,Vaciado:si,Elec:?),,,
POINT (-0.01932 42.73823 0.0),Area AC Gavarnie  (Tarifa:8 eur/noche,Agua:si,Wc:no,Vaciado:si,Elec:no),,,
POINT (4.23505 46.57769 0.0),Area ac Genelard  Gratuito, Agua: si, Wc: si, Grises: si,,,,
POINT (5.19763 43.91512 0.0),Area Ac Gordes  (8 euros,Agua:si,Wc:no,Vaciado:si,Elec:no),,,
POINT (2.96758 43.57368 0.0),Area AC Gorges de Heric  (6eur/noche,Agua:si,Wc:si,Vaciado:si,Elec:no),,,
POINT (1.38481 44.73399 0.0),Area Ac Gourdon  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elec:si),,,
POINT (-6.87588 43.21565 0.0),Area Ac Grandas  (Gratuito,Agua:si,vaciado:si,WC:no, electric,no),,
POINT (0.02274 39.9799 0.0),Area AC Grao de CastellÃ³n  (Gratuito,Agua:si,vaciado:si,WC:si, electric,no),,
POINT (3.11004 43.09594 0.0),Area Ac Gruissan plage   (8.50eur/24h,Agua:si,Wc:si,Vaciado:si,Elec:si(3eur),duchas),,
POINT (-2.42041 47.3338 0.0),Area AC Guerande  (Gratuito,Agua:si 6 eur.,vaciado:si,WC:no, electric.:si 6 eur.),,,
POINT (-7.87941 43.17727 0.0),Area Ac Guitiriz  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elect:si),,,
POINT (9.35982 52.09552 0.0),Area ac Hamelin  (Gratuito:no(8eur),Agua:no,Wc:no,Vaciado:?,Elect:si),,,
POINT (9.64856 51.42018 0.0),Area Ac Hannoversch Munden  (Gratuito:no(6eur/24h),Agua:si,Wc:si,Vaciado:si,Elec:si),,,
POINT (3.31089 50.84602 0.0),Area Ac Harelbeke  (16 eur/noche,Agua:si,WC:no,vaciado:si,Elect:no),,,
POINT (9.34615 50.56852 0.0),Area ac Herbstein  Gratuito,Agua:si,Wc:no,Vaciado:si,Elect:si(1eur),,,
POINT (9.41451 51.02763 0.0),Area Ac Homberg  Gratuito,Agua:si(1eur),Wc:si,Vaciado:si,Electr:si(gratis),,,
POINT (-3.16446 41.8439 0.0),Area ac Hontoria del Pinar  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elect:no),,,
POINT (-1.38536 42.77624 0.0),Area Ac hotel Ekai   Area privada junto a restaurante. Gratuito, agua, wc y duchas.,,,,,
POINT (14.42246 46.16882 0.0),Area AC Hotel Kanu  (10 eur/furgo,Agua:si,vaciado:si,WC:si, electric:si, duchas:si),,
POINT (20.29344 49.161 0.0),Area ac Hotel Slenecny Dom   (Precio:10eur/noche,Agua:si,Wc:si,Vaciado:si,Elec:si),,,
POINT (-4.03972 37.18611 0.0),Area Ac Huetor-Tajar  (Gratuito,Agua:si,Wc:si,Vaciado:si,Elect:no),,,
POINT (10.96335 50.86823 0.0),Area Ac Ichtershausen  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elec:si),,,
POINT (-8.8693 42.53566 0.0),Area AC Illa de Arousa  (12 euros ,Agua:si,vaciado:si,WC:no, electric.:si 3 euros, abierto JUN.,JUL. AGOST),
POINT (-1.97101 43.29782 0.0),Area Ac Illunbe (San Sebastian)  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elect: no),,,
POINT (-1.85359 37.26221 0.0),Area Ac Indalo   (10eur/noche,Agua:si,Wc:si,Vaciado:no,Elec:?),,,
POINT (-0.25736 44.5446 0.0),Area ac Intermarche de Langon  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elec:?),,,
POINT (-0.54552 42.56766 0.0),Area Ac Jaca  (Gratuito,Agua:si,vaciado:si,WC:no, electric,no),,
POINT (-1.07611 39.18758 0.0),Area Ac Jalance  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elec:no),,,
POINT (-1.61161 47.62161 0.0),Area ac Jans  Gratuito, Agua:si,Wc:si, Vaciado: si, Elec: no,,,
POINT (21.50917 65.14335 0.0),Area AC Javre (E4)  (Gratuito,Agua:si,vaciado:si,WC:si, electric,no),,
POINT (6.0439 59.0173 0.0),Area ac Jorpeland  (Tarifa:13eur/24h,Agua:Si,Wc:si,Vaciado:no,Elec:si,Ducha:si),,
POINT (-2.55029 47.95631 0.0),Area Ac Josselin  Gratuito, Agua: si (2 eur), Wc: si,,,,,
POINT (0.81484 49.4308 0.0),Area AC JumiÃ¨ges  (Gratuito,Agua:si 3 euros,vaciado:si,WC:no,electric:no),,,
POINT (16.38084 56.68133 0.0),Area AC Kalmar  (Gratuito,Agua:si,vaciado:si,WC:si, electric,no),,
POINT (15.59416 56.16987 0.0),Area AC Karlskrona  (Gratuito,Agua:si,vaciado:si,WC:no, electric,no),,
POINT (7.26188 48.13608 0.0),Area AC Kayserberg  (8 eur/dia,Agua:si,vaciado:si,WC:si, electric,no),,
POINT (7.8165 48.5634 0.0),Area Ac Kehl  (8euros,Agua:si 1 eur,Wc:no,Vaciado:si,Elec:si 0.50 eur/kw),,,
POINT (-2.8584 47.52218 0.0),Area ac Kerver  (Precio:6eur/noche,Agua:si,Wc:no,Vaciado:si,Elec:no),,,
POINT (4.71607 52.01281 0.0),Area ac Klein Amerika (Gouda)  Tarifa:7 eur/dia,Agua:no:Wc:si (de pago),,,,,,
POINT (-2.96401 43.25968 0.0),Area Ac Kobetamendi (Bilbao)  15eur-dia,Agua Si, WC Si,,,,,
POINT (16.29915 48.33522 0.0),Area AC Kritzendorf  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elec:?),,,
POINT (0.67527 40.65913 0.0),Area Ac L Encanyissada  Gratuito,Agua: si (3 eur.), Wc: si: Sumidero grises y negras,,,,,
POINT (-6.11623 40.48848 0.0),Area Ac La Alberca  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elect:no),,,
POINT (-4.78079 41.91119 0.0),Area Ac La Ampudia  (Gratuito,Agua:si,wc:no,Vaciado:si,Elec:?),,,
POINT (-1.47701 48.60376 0.0),Area Ac La Bidonniere (Ardevon)  (12.50eur/noche, Agua: si, Wc, si, duchas, wifi),,
POINT (-2.43577 39.39714 0.0),Area AC La Celadilla, San Clemente  (Gratuito,Agua:si,vaciado:si,WC:no, electric,no),
POINT (-2.21501 46.96568 0.0),Area Ac La Gueriniere  (12eur/noche,Agua:si:Wc:no,Vaciado:si,Elect:si),,,,
POINT (-0.95707 39.89176 0.0),Area Ac La Llesa  (Gratuito,Agua:si,vaciado:si,WC:no, electric,si),,
POINT (-6.10098 43.15947 0.0),Area AC La Plaza (Teverga)  (Gratuito,Agua:si,vaciado:si,WC:no, electric,no),,
POINT (-2.4313 37.9593 0.0),Area Ac La Puebla de Don Fadrique  (Gratuito,Agua:si,wc:no,Vaciado:Si,Elec:no),,,
POINT (-1.4184 46.6683 0.0),Area Ac La Roche Sur Yon  (Gratuito,Agua:si,Wc:si,Vaciado:si,Elec:?),,,
POINT (0.1727 40.41604 0.0),Area AC La Salzadella  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elec:no),,,
POINT (1.46506 42.35876 0.0),Area Ac La Seu dUrgell  (Gratuito,Agua,si:Wc:no,Vaciado:si,Electr:si),,,
POINT (9.85907 44.10417 0.0),Area Ac La Spezia  (6eur/noche,Agua:si ,Vaciado:si, Elec:si 6 euros, Wc:si 0,50 euros),,
POINT (-1.1481 44.65154 0.0),Area ac La Teste de Buch  Gratuito,Agua:si,Wc:no,Vaciado:si,Elec:no,,,
POINT (1.18395 44.82434 0.0),Area Ac La-Roque-Gageac  (7 eur/noche,Agua:si(2 eur),Wc:no,Vaciado:si,Elec:no),,,
POINT (-2.79458 42.58719 0.0),Area Ac Labastida  (Gratuito,Agua:si,Wc:no,Electr:si(2eur/h)),,,,
POINT (-1.15096 44.32886 0.0),Area Ac Lac de Gastes  (de 2 a 7eur/noche,Agua:si,Wc:si,Vaciado:si,Elec:no),,,
POINT (5.71451 48.93806 0.0),Area Ac Lac de Madine  (10eur/24h,Agua:si,Wc:si,Vaciado:si,Elec:no),,,
POINT (1.31891 47.47935 0.0),Area Ac Lac de Ouchamps  (Gratuito,Agua:si:Wc:si,Vaciado:si,Elect:?),,,,
POINT (3.38939 43.64677 0.0),Area Ac Lac de Salagou  (7eur/noche,Agua:si,Wc:si,Vaciado:si,Elec:no),,,
POINT (-1.08447 44.48619 0.0),Area Ac Lac de Sanguinet  (8eur/noche,Agua:si,Wc:si,Vaciado:si,Elec:no),,,
POINT (5.69212 46.46733 0.0),Area ac Lac de Vouglans  (6eur/24h,Agua:si(2eur),Wc:si,Vaciado:si,Elec:no),,,
POINT (6.30367 46.8125 0.0),Area AC Lago de Saint-Point  (7,50 euros/24h Agua:Si WC:Si),,,,,,
POINT (-8.67895 37.11581 0.0),Area Ac Lagos  (3eur/noche,Agua:si(1eur),Wc:si,Vaciado:si,Elec:no),,,
POINT (2.62028 43.09275 0.0),Area Ac Lagrasse  (6 euros,Agua:si,vaciado:si,WC:si, electric,no),,
POINT (-4.77684 48.44747 0.0),Area Ac Lampaul Plouarzel  (Precio:7eur/24h,Agua:si,Wc:si,Elec:no),,,,
POINT (-4.03826 48.49433 0.0),Area ac Lampaul-Guimiliau  (Gratuito,AGua:si,Wc:no,Vaciado:si,Elec:no),,,
POINT (-3.43927 43.2176 0.0),Area Ac Lanestosa  (5eur/noche,Agua:si,Wc:si,Vaciado:si,Duchas:si,Elec:si),,
POINT (18.03195 59.32021 0.0),Area AC Langholmens Estocolmo  (300 SEK,Agua:si,vaciado:si,WC:si, electric,si, duchas:si 5 SEK),
POINT (-0.21663 44.52666 0.0),Area Ac Langon  (Gratuito:no,Agua:si,Wc:si,Vaciado:si,Elec:?,Area privada),,
POINT (2.12998 43.70418 0.0),Area Ac Lautrec  (Gratuito,Agua:si,Wc:no,Vaciado:si,Elec:?),,,
POINT (2.83773 42.52724 0.0),Area Ac Le Boulou  Gratuito, Agua: si, Wc: si,,,,,
POINT (3.51746 43.28591 0.0),Area Ac Le Cap d Agde  (10eur/noche,agua:si,Wc:no),,,,,
POINT (-3.82716 48.708 0.0),Area Ac Le Diben  (Gratuito,Agua:si,Wc:si,Vaciado:si,Elec:no),,,
POINT (6.43199 43.15187 0.0),Area ac Le Lavandou  Tarifa: 15 eur/noche, Agua: Si, wc: si, Grises: si, Elec:no,,,
POINT (-1.05453 45.54596 0.0),Area Ac Le Verdon-sur-Mer  Gratuito No(5eur)  Agua:Si(2eur) WC:No,,,,,,,
POINT (-2.5072 43.35839 0.0),Area ac Lekeitio  Gratuito, Agua: si, Grises: si, Electr: no,,,,
POINT (0.52525 44.88311 0.0),Area Ac Lembras  (Gratuito,Agua:si:Wc:no,Vaciado:si,Elect:si),,,,
POINT (-5.58494 42.60462 0.0),Area ac Leon  (Gratuito,Agua:si,Wc:si,Vaciado:si,Elec:no),,,
POINT (2.28419 42.23575 0.0),Area Ac les 5 Fonts  (Gratuito,Agua:si,Wc:no,Vaciado:si),,,,
POINT (2.06857 42.56351 0.0),Area Ac Les Angles  (11 euros,Agua:si ,Wc:si,Llenado y Vaciado:si 3 euros),,,,
POINT (6.73533 44.93427 0.0),Area Ac Les Marmotes (Montgenevre)  (10eur/24h,Agua:si,Wc:no,Vaciado:si,Elec:si),,,
POINT (-1.4834 46.22943 0.0),Area ac Les Portes en Re (Isla de Re)  (10eur/noche,Agua:si,Wc:si,Vaciado:no,Elec:?),,,
POINT (1.00952 44.93885 0.0),Area Ac Les-Eyzies-de-Tayac  Gratuito: no(4eur/noche), Agua: si, Wc: si,,,,,
POINT (3.01995 42.91385 0.0),Area AC Leucate Le Goulet (Lago)  (13,80 eur/24h,Agua:si,vaciado:si,WC:si, electric,no),
POINT (3.05271 42.90023 0.0),Area AC Leucate plage  (13,80 euros/24h:Vaciado:si.Agua:Si WC:Si),,,,,,
POINT (9.70041 47.55847 0.0),Area Ac Lindau  (Tarifa:10eur/noche, Agua: si(0.50eur),Vaciado:si, Wc:no),,,,
POINT (1.81846 43.86204 0.0),Area ac Lisle sur Tarn  Gratuito, Agua: si, Wc: no,,,,,
POINT (-1.90135 43.26799 0.0),Area ac Listorreta  (Gratuito,Agua:si,Wc:si,Vaciado:si,Elect:no),,,
POINT (7.46294 45.41292 0.0),Area Ac Locana-Nusiglie  (5eur/24h,Agua:si,Wc:si,Vaciado:si,Elec:si(3eur)),,,
POINT (-4.2124 48.09817 0.0),Area Ac Locronan  (6 euros, Vaciado:si, Agua: 2 eur, elect:2 eur/hora, Wc:si),,,
POINT (-2.45729 42.47809 0.0),Area ac LogroÃ±o  Gratuito, Agua: si, Wc: no, Grises: si,,,,
