,latitude,longitude,price,water,wc,grey_water
455,42.46894,-7.28626,Free,yes,no,unknown
456,45.18768,0.73078,Paying,yes,no,yes
457,42.78636,0.15718,Paying,yes,yes,yes
458,42.96053,-0.07718,Free,yes,yes,unknown
459,40.2383,-3.6907,Paying,yes,yes,unknown
460,42.50571,-0.35694,Paying,yes,yes,yes
461,47.79894,-4.19818,Free,yes,yes,unknown
462,40.57582,0.39331,Paying,yes,yes,yes
463,45.37474,4.44875,Free,yes,no,yes
464,41.81022,3.05792,Paying,yes,no,unknown
465,43.5445,-5.69571,Free,yes,no,yes
466,43.50672,-1.5346,Paying,yes,no,unknown
467,48.58029,-2.14482,Free,yes,yes,yes
468,48.69406,-3.79212,Free,yes,no,yes
469,48.33771,-4.70729,Paying,yes,yes,yes
470,42.56932,-7.39408,Free,yes,no,yes
471,43.25484,-5.56842,Free,yes,yes,yes
472,43.62839,-0.82864,Free,yes,no,yes
473,42.54372,-6.5869,Free,yes,no,yes
474,48.90235,6.06122,Paying,yes,yes,yes
475,42.42291,-8.65615,Free,yes,no,yes
476,47.12075,-2.09178,Free,yes,no,yes
477,45.94716,-1.09008,Paying,yes,no,yes
478,42.51776,3.11373,Paying,yes,yes,yes
479,44.05962,9.84879,Paying,yes,no,unknown
480,43.15212,-4.91753,Paying,yes,yes,yes
481,40.22981,-7.22189,Free,yes,no,yes
482,39.32651,-3.48327,Free,yes,no,yes
483,39.34073,-7.27758,Free,yes,no,yes
484,43.5687,2.01246,Free,yes,no,yes
485,41.93956,2.83923,Free,yes,no,yes
486,37.07342,-8.07721,Paying,yes,no,yes
487,51.79103,11.13946,Paying,yes,yes,yes
488,42.89456,11.77516,Free,yes,no,yes
489,55.70675,9.26554,Free,yes,yes,yes
490,43.15689,-0.39716,Free,yes,yes,yes
491,39.98514,4.09242,Paying,yes,yes,yes
492,42.41864,2.91386,Free,yes,yes,yes
493,42.43908,1.13397,Free,yes,no,yes
494,55.32483,8.75769,Free,yes,yes,yes
495,42.20253,2.19365,Free,yes,no,yes
496,45.94459,-0.95563,Free,yes,yes,yes
497,43.3984,10.42847,Paying,yes,no,yes
498,49.50721,9.97036,Free,yes,yes,unknown
499,47.95573,7.29559,Free,yes,yes,yes
500,45.08894,13.64519,Paying,yes,yes,unknown
501,42.02585,2.46492,Paying,yes,yes,yes
502,47.92057,6.66186,Free,yes,no,unknown
503,42.55933,-2.75989,Free,yes,no,yes
504,43.35474,-8.25381,Free,yes,no,yes
505,42.45764,2.0377,Free,yes,yes,unknown
506,48.18293,-3.01287,Free,yes,yes,yes
507,46.73438,2.48668,Free,no,yes,yes
508,45.60424,-0.99979,Paying,yes,no,yes
509,48.23244,7.37232,Free,yes,no,yes
510,45.94528,-0.53689,Paying,yes,yes,yes
511,43.14181,0.92877,Paying,yes,yes,yes
512,48.04526,6.58173,Free,yes,no,unknown
513,45.14795,-0.6049,Free,yes,no,unknown
514,43.73436,-1.07854,Free,yes,no,yes
515,44.9639,-0.40186,Free,yes,no,yes
516,45.38791,-0.68986,Free,yes,no,unknown
517,49.65087,0.16317,Free,yes,yes,no
518,46.84505,4.6331,Free,yes,yes,unknown
519,43.26457,6.67275,Paying,yes,yes,yes
520,42.85337,-2.38521,Free,yes,no,yes
521,41.90606,0.33159,Free,yes,yes,yes
522,45.46794,12.27851,Paying,yes,yes,unknown
523,43.38525,-1.66291,Paying,yes,no,unknown
524,41.88429,2.50802,Free,yes,no,yes
525,42.13664,1.59284,Paying,yes,yes,yes
526,43.25778,-7.01861,Free,yes,no,yes
527,42.89755,-8.53028,Free,no,no,unknown
528,42.40952,-8.86183,Paying,yes,yes,unknown
529,44.89558,1.21243,Paying,yes,no,unknown
530,43.40312,-0.38763,Free,yes,no,yes
531,44.21627,2.31694,Free,yes,yes,yes
532,47.81525,8.18096,Paying,yes,no,yes
533,43.51267,16.1796,Paying,yes,yes,yes
534,39.84806,-0.48167,Free,yes,no,yes
535,40.94103,-4.10818,Free,yes,no,yes
536,43.6924,-1.42621,Paying,yes,yes,yes
537,46.26622,4.09068,Free,yes,yes,unknown
538,43.36629,3.6163,Paying,yes,yes,yes
539,47.00408,5.14326,Free,yes,no,unknown
540,37.3662,-5.9939,Free,yes,no,yes
541,56.06374,14.5712,Free,yes,yes,yes
542,43.37371,-2.98962,Free,yes,no,unknown
543,42.49142,-1.21393,Paying,yes,yes,yes
544,42.95579,-0.07255,Free,yes,no,yes
545,44.47074,1.68069,Paying,yes,yes,unknown
546,46.2274,-1.54642,Paying,yes,no,yes
547,44.86838,1.04382,Free,yes,no,unknown
548,45.01234,1.08971,Paying,yes,no,unknown
549,43.7592,-0.57572,Free,yes,no,yes
550,45.14921,-0.82118,Free,yes,yes,unknown
551,44.30765,-1.18127,Paying,yes,yes,unknown
552,48.40216,-0.08907,Free,yes,no,yes
553,50.1825,1.62888,Paying,yes,no,unknown
554,53.11381,8.83575,Paying,yes,yes,yes
555,56.28647,13.33925,Paying,yes,unknown,yes
556,43.76075,6.15109,Paying,yes,yes,yes
557,50.31584,9.46043,Free,yes,yes,yes
558,39.95357,-0.33495,Paying,yes,no,yes
559,47.77111,2.38452,Free,yes,no,yes
560,46.31086,7.63475,Free,yes,no,yes
561,42.08313,3.05739,Paying,yes,no,yes
562,46.46716,-1.61555,Paying,yes,no,unknown
563,41.86307,0.428,Free,yes,no,yes
564,43.56608,-6.94606,Paying,yes,no,yes
565,43.35971,-7.10734,Free,yes,yes,yes
566,44.7171,-1.06977,Free,yes,no,yes
567,41.99468,2.41583,Paying,yes,no,yes
568,42.33262,-8.0131,Free,yes,no,yes
569,41.99417,-1.68778,Free,yes,no,yes
570,47.81144,7.10502,Free,no,yes,yes
571,47.80879,7.10433,Free,yes,no,yes
572,44.67232,4.21924,Free,yes,no,yes
573,41.95863,12.80404,Free,yes,no,yes
574,43.13389,-2.08383,Paying,yes,no,yes
575,57.25084,-3.37592,Paying,yes,yes,yes
576,42.03667,-4.31611,Free,yes,no,yes
577,40.22075,-6.57148,Free,yes,no,yes
578,41.18093,-7.0418,Free,yes,yes,unknown
579,40.09388,-1.25381,Free,yes,yes,yes
580,40.80278,0.51417,Free,yes,no,unknown
581,50.60409,3.38181,Free,yes,no,yes
582,45.07314,4.82221,Free,yes,no,unknown
583,48.79041,-3.23074,Free,unknown,no,yes
584,49.74087,6.62492,Paying,yes,yes,unknown
585,47.22557,0.02328,Free,yes,yes,yes
586,38.0065,-3.37933,Free,yes,no,yes
587,39.98667,-2.85972,Free,yes,yes,yes
588,48.40741,10.0095,Paying,yes,no,unknown
589,42.36,-1.12807,Free,yes,no,yes
590,44.24285,6.62205,Free,yes,no,yes
591,42.28755,-5.5131,Free,yes,no,yes
592,41.65579,-4.73697,Paying,yes,no,yes
593,41.38233,1.92724,Free,yes,no,unknown
594,37.1952,-2.98435,Free,yes,yes,yes
595,45.33437,8.419,Free,yes,no,yes
596,42.54287,2.39088,Free,yes,no,yes
597,44.48557,1.55517,Paying,yes,no,yes
598,41.93452,2.24112,Paying,yes,yes,yes
599,41.93786,-8.74717,Free,yes,yes,yes
600,41.84548,2.38737,Free,yes,unknown,unknown
601,41.34035,1.69125,Free,yes,no,yes
602,37.52579,-1.43387,Paying,yes,no,yes
603,43.29575,-7.67702,Free,yes,yes,unknown
604,43.31052,-6.98628,Free,yes,no,yes
605,47.5447,0.88706,Free,yes,yes,yes
606,46.39577,2.85695,Free,yes,no,unknown
607,44.63844,0.74033,Free,yes,no,yes
608,41.83382,-7.00304,Free,yes,no,yes
609,43.40271,10.86199,Paying,yes,no,yes
610,47.40943,0.7975,Free,yes,yes,unknown
611,52.88354,9.59644,Free,yes,yes,yes
612,51.05696,13.74265,Paying,yes,yes,yes
613,51.34575,9.85379,Paying,yes,no,yes
614,42.06222,-7.71944,Free,yes,no,yes
615,43.27792,-2.17018,Free,yes,no,yes
616,42.97597,-2.29271,Free,yes,yes,yes
617,43.24086,-2.26089,Free,yes,no,yes
618,51.19494,3.22329,Paying,unknown,unknown,unknown
619,37.46667,-4.42401,Free,yes,unknown,yes
620,49.24885,4.02116,Free,yes,yes,unknown
621,36.7569,-5.50707,Free,yes,unknown,yes
622,39.86712,-2.57221,Paying,yes,no,yes
623,43.34486,-3.74168,Free,unknown,unknown,unknown
624,42.68846,-2.95483,Free,yes,no,yes
625,41.15572,-7.78032,Paying,yes,no,yes
626,38.42517,-6.41077,Free,yes,yes,yes
627,39.66134,-8.8253,Free,yes,no,unknown
628,42.87147,-4.49976,Free,yes,no,unknown
629,41.40168,-4.32033,Free,yes,no,yes
630,42.60598,-7.77989,Free,yes,no,unknown
631,50.67968,1.56637,Paying,yes,no,yes
632,42.00401,-4.53493,Free,yes,no,unknown
633,43.88982,-0.47566,Paying,yes,unknown,yes
634,39.47993,-6.37121,Free,yes,yes,unknown
635,37.44227,-4.21184,Free,yes,yes,yes
636,42.51945,-2.35994,Paying,yes,no,yes
637,47.62942,6.12669,Free,yes,yes,yes
638,42.21444,-8.03306,Free,yes,no,unknown
639,41.63603,2.40798,Free,yes,yes,yes
640,42.86667,-2.68501,Free,yes,no,unknown
641,41.28071,1.58177,Free,yes,yes,yes
642,41.8758,12.55554,Paying,yes,yes,yes
643,42.95853,-0.20743,Free,yes,no,yes
644,50.0277,19.20162,Paying,no,yes,unknown
645,41.85607,3.13588,Paying,yes,yes,unknown
646,42.2857,-8.14286,Free,yes,no,yes
647,42.10985,-4.64336,Free,yes,no,yes
648,44.63855,-0.31691,Free,yes,no,yes
649,45.61159,7.73268,Paying,yes,no,yes
650,43.72144,10.41937,Paying,yes,no,yes
651,44.54056,10.82639,Free,yes,yes,yes
652,42.43789,-8.69432,Free,yes,no,yes
653,41.90752,2.74256,Free,yes,yes,yes
654,46.02611,3.2031,Free,yes,no,yes
655,41.05194,-0.13911,Free,yes,no,yes
656,40.72902,-6.90168,Free,yes,no,yes
657,42.33949,-8.61309,Free,yes,no,yes
658,40.92608,-8.25131,Free,yes,yes,yes
659,41.89256,1.04297,Free,yes,no,yes
660,36.23606,-6.06861,Paying,yes,yes,yes
661,43.55107,-5.9139,Free,yes,no,yes
662,37.21012,-7.40662,Paying,yes,yes,unknown
663,45.70125,7.23933,Paying,yes,no,yes
664,39.05604,-1.0526,Free,yes,no,yes
665,42.48707,1.94485,Free,yes,no,yes
666,47.54913,7.94716,Paying,yes,yes,yes
667,48.50058,9.37535,Paying,yes,no,unknown
668,48.51022,8.37201,Paying,yes,no,unknown
669,47.8132,6.84149,Paying,yes,no,yes
670,36.18389,-5.93573,Paying,yes,yes,unknown
671,46.73153,-1.91144,Free,yes,unknown,yes
672,40.40415,0.41969,Free,yes,no,yes
673,40.05584,0.06073,Free,yes,no,yes
674,42.19906,2.70398,Free,yes,no,yes
675,47.23705,6.01637,Paying,yes,no,yes
676,41.50344,-5.75641,Free,yes,yes,yes
677,46.20901,5.24037,Free,yes,no,yes
678,44.25642,0.30669,Paying,yes,unknown,yes
679,41.8394,2.8117,Free,yes,no,yes
680,36.74863,-4.06588,Paying,yes,yes,unknown
681,45.87961,10.85896,Paying,yes,unknown,yes
682,46.02136,14.52279,Paying,yes,yes,unknown
683,37.27904,-8.24188,Paying,yes,unknown,yes
684,46.42258,15.85308,Paying,yes,yes,yes
685,42.04229,2.40465,Free,yes,no,yes
686,38.59583,-0.66696,Paying,yes,yes,yes
687,47.61606,1.51092,Paying,yes,yes,yes
688,48.07147,1.32427,Free,yes,no,yes
689,45.13589,-0.66431,Free,yes,no,yes
690,49.64244,-1.61778,Free,yes,no,yes
691,36.74466,-6.42693,Paying,yes,yes,unknown
692,43.85402,4.60863,Paying,yes,yes,yes
693,53.04737,8.62435,Free,yes,no,yes
694,46.51844,3.685,Free,yes,yes,yes
695,47.36676,0.7001,Free,yes,no,yes
696,41.87573,-4.5421,Free,yes,no,yes
697,44.67771,0.17821,Paying,yes,no,yes
698,46.32109,11.27422,Paying,yes,no,yes
699,43.12844,-2.54642,Free,yes,yes,yes
700,46.27556,13.95919,Paying,yes,yes,yes
701,46.33466,2.55863,Free,yes,yes,yes
702,38.20814,-0.57419,Paying,yes,yes,yes
703,42.91107,-9.26357,Paying,yes,no,yes
704,58.29303,6.66331,Paying,yes,no,yes
705,42.96102,1.6111,Free,yes,no,yes
706,43.92037,5.12466,Paying,yes,no,yes
707,57.44935,14.10038,Free,yes,yes,yes
708,48.40219,8.00692,Paying,yes,no,unknown
709,47.39252,0.19693,Free,yes,yes,yes
710,48.83506,-1.6098,Paying,yes,no,yes
711,48.98728,-0.95044,Free,yes,no,yes
712,53.5435,10.02664,Paying,yes,yes,yes
713,49.41905,0.24127,Paying,yes,no,yes
714,43.0468,-2.21222,Free,yes,no,yes
715,37.07083,15.26211,Paying,yes,yes,yes
716,49.32162,-1.10455,Free,yes,no,yes
717,40.33355,-7.86769,Free,yes,no,yes
718,47.34618,11.70344,Paying,yes,no,yes
719,46.48741,13.77486,Paying,yes,yes,yes
720,37.54655,-4.35238,Free,yes,no,yes
721,41.66999,2.28767,Free,yes,no,yes
722,42.93603,0.30115,Free,yes,yes,yes
723,49.40871,0.26809,Free,yes,no,yes
724,48.55066,4.76828,Paying,yes,no,yes
725,43.88531,-1.31959,Paying,yes,yes,yes
726,46.42472,8.40803,Paying,yes,no,yes
727,48.55089,8.49376,Free,yes,no,unknown
728,43.38869,-4.21005,Paying,yes,yes,yes
729,43.47226,-3.80283,Free,yes,no,yes
730,38.27477,-5.81841,Free,yes,yes,yes
731,48.55991,-4.33531,Free,yes,yes,yes
732,49.21853,-1.53643,Free,yes,no,yes
733,47.60084,9.87574,Paying,yes,no,yes
734,48.74658,6.05772,Free,yes,no,yes
735,43.42392,-4.76797,Paying,yes,no,yes
736,46.04692,-0.50656,Free,yes,no,yes
737,46.55944,15.65611,Paying,yes,yes,yes
738,36.71393,-4.3171,Paying,yes,yes,yes
739,43.09588,11.78748,Paying,yes,no,yes
740,44.03867,-0.90964,Free,yes,no,yes
741,47.92328,7.16034,Free,yes,no,yes
742,47.55204,8.02434,Paying,yes,no,yes
743,42.81948,-2.79847,Free,yes,no,yes
744,45.92572,1.17228,Free,yes,yes,yes
745,42.45523,-8.92649,Paying,yes,no,yes
746,42.55583,1.53273,Free,yes,no,yes
747,37.23111,-5.097,Free,yes,no,yes
748,44.6405,8.64986,Free,yes,no,yes
749,42.50917,-2.442,Free,yes,no,yes
750,42.73239,-8.66132,Free,yes,no,yes
751,42.82093,-1.65645,Paying,yes,no,yes
752,41.99033,2.80144,Free,yes,no,yes
753,45.53797,13.73781,Paying,yes,yes,yes
754,37.09265,-8.3116,Paying,yes,no,yes
755,42.30594,3.00851,Free,yes,no,yes
756,41.99386,0.38891,Free,yes,no,yes
757,48.45525,9.228,Free,yes,no,yes
758,46.16554,12.0588,Paying,yes,yes,yes
759,28.378,-16.49928,Free,yes,no,yes
760,45.06318,5.33642,Paying,yes,no,yes
761,42.43348,-8.63486,Free,yes,no,yes
762,41.09414,1.1538,Paying,yes,yes,yes
763,42.80666,-7.61765,Free,yes,no,yes
764,41.68343,-8.83278,Free,yes,no,yes
765,42.00446,2.03414,Free,yes,yes,yes
766,37.22501,-5.30481,Free,yes,yes,yes
767,46.89428,-0.925,Paying,yes,yes,yes
768,47.86624,-3.54346,Free,yes,no,yes
769,43.93793,4.55855,Free,yes,no,yes
770,43.46024,-5.05409,Free,yes,no,yes
771,42.26843,3.15566,Paying,yes,yes,yes
772,47.32653,1.12528,Free,yes,no,yes
773,47.84533,-2.72433,Free,yes,yes,yes
774,45.11515,0.50034,Free,yes,no,yes
775,48.52209,-3.94572,Free,yes,yes,yes
776,40.48659,-8.47524,Free,yes,no,yes
777,41.53689,1.38206,Free,yes,no,yes
778,42.6727,-2.34416,Paying,yes,no,yes
779,42.13004,-3.97253,Free,yes,no,yes
780,43.00362,-3.73907,Paying,yes,yes,yes
781,45.78978,8.37226,Free,yes,no,yes
782,44.5348,-0.34294,Free,yes,yes,yes
783,39.04136,-0.30753,Free,yes,no,yes
784,41.872,-8.26331,Free,yes,yes,yes
785,42.51822,12.51853,Free,yes,no,yes
786,49.46392,-1.82792,Free,yes,no,yes
787,55.71792,12.58956,Paying,yes,yes,yes
788,46.29885,12.0119,Free,yes,yes,yes
789,70.04081,22.95356,Free,yes,yes,yes
790,37.34902,-2.44145,Free,yes,no,yes
791,38.91907,-6.33623,Paying,yes,yes,yes
792,41.44087,-8.28467,Free,yes,no,yes
793,47.8325,7.9557,Paying,yes,no,yes
794,41.70561,2.718,Free,yes,yes,yes
795,47.53757,1.50013,Free,yes,yes,yes
796,36.6707,-5.4499,Free,yes,no,yes
797,45.74618,6.41794,Free,yes,unknown,yes
798,42.91417,-1.97361,Paying,yes,no,yes
799,40.256,-7.6235,Free,yes,yes,yes
800,48.07728,8.36652,Paying,yes,no,unknown
801,39.4092,-7.2463,Free,yes,no,yes
802,37.65238,-2.07382,Free,yes,no,yes
803,42.59012,-8.76457,Free,yes,no,yes
804,52.48906,5.06037,Paying,yes,no,yes
805,46.57444,-0.77494,Paying,yes,no,yes
806,46.24086,15.15397,Free,yes,no,yes
807,48.46279,10.26936,Paying,yes,no,yes
808,36.71034,-6.12139,Paying,yes,no,yes
809,43.84366,6.21885,Paying,yes,unknown,yes
810,39.39422,-7.37375,Free,yes,no,yes
811,46.58842,12.25619,Paying,yes,no,yes
812,41.77989,3.02288,Paying,yes,no,yes
813,45.78266,-1.15228,Paying,yes,no,yes
814,37.47011,-7.46406,Free,yes,no,yes
815,36.71959,-3.36431,Paying,yes,yes,yes
816,45.64468,7.71746,Free,yes,no,yes
817,47.76311,11.55014,Paying,yes,yes,yes
818,42.50068,0.79456,Free,yes,no,unknown
819,43.15595,-5.97295,Free,yes,no,yes
820,48.42425,-1.57402,Free,yes,no,yes
821,42.85971,-8.64876,Free,yes,no,unknown
822,46.10941,1.36995,Free,yes,yes,yes
823,49.79052,5.05737,Free,yes,no,yes
824,43.35802,-3.81972,Free,unknown,unknown,unknown
825,37.38863,-1.61577,Paying,yes,yes,unknown
826,39.21027,9.12765,Paying,yes,yes,yes
827,38.002,-1.01922,Paying,yes,yes,unknown
828,38.12092,-0.66,Paying,yes,yes,yes
829,38.00765,-1.04332,Paying,yes,yes,unknown
830,37.79279,-1.5104,Paying,yes,no,unknown
831,-36.82772,139.8505,Free,yes,yes,yes
832,43.01334,-6.60823,Free,yes,yes,yes
833,43.32683,2.52549,Free,no,no,unknown
834,49.12089,5.03639,Paying,yes,yes,yes
835,42.45352,1.48644,Free,no,yes,unknown
836,45.12593,-0.66527,Paying,yes,no,yes
837,27.97589,-15.58812,Free,yes,yes,unknown
838,45.7815,14.20557,Paying,yes,yes,unknown
839,47.65805,9.16928,Paying,yes,yes,yes
840,48.54753,-1.75498,Free,yes,yes,yes
841,45.40365,2.04749,Free,yes,no,unknown
842,39.48151,-7.54972,Free,yes,yes,unknown
843,42.53544,1.58873,Paying,yes,no,unknown
844,48.62166,-2.4727,Free,yes,no,unknown
845,42.71085,-1.7773,Free,yes,yes,unknown
846,42.79635,0.43926,Free,no,yes,unknown
847,43.03812,-4.37073,Free,yes,yes,yes
848,49.16217,10.32481,Free,no,no,unknown
849,41.41314,2.22206,Paying,yes,yes,unknown
850,41.08846,-6.81725,Free,yes,no,yes
851,51.70358,4.86345,Paying,yes,yes,yes
852,42.52303,2.22168,Paying,yes,unknown,yes
853,42.95668,-0.32885,Free,no,no,unknown
854,66.72461,13.69942,Free,yes,yes,unknown
855,43.24798,-5.90537,Paying,yes,no,yes
856,45.65341,5.86018,Paying,yes,yes,unknown
857,44.10563,0.88521,Paying,yes,yes,yes
858,43.52636,-1.51697,Paying,yes,yes,unknown
859,47.09514,-2.04974,Free,yes,yes,unknown
860,46.03356,1.29907,Free,yes,yes,yes
861,45.00618,-1.16871,Paying,yes,no,unknown
862,43.2399,-7.55564,Free,yes,no,unknown
863,41.73708,-1.06557,Free,yes,yes,unknown
864,47.31979,-1.34787,Free,yes,yes,unknown
865,42.78471,1.68838,Paying,yes,yes,unknown
866,42.80155,0.4109,Free,yes,no,yes
867,44.78422,1.89973,Free,yes,no,unknown
868,42.79672,0.40844,Paying,yes,yes,unknown
869,42.81105,9.33364,Paying,yes,yes,unknown
870,42.84532,-8.58099,Free,yes,no,unknown
871,44.09492,3.0824,Paying,yes,yes,unknown
872,42.52787,-7.51178,Free,unknown,unknown,unknown
873,44.70806,2.49686,Free,yes,yes,unknown
874,48.6123,-1.50788,Paying,no,no,unknown
875,50.75566,11.75636,Free,yes,no,yes
876,58.50749,15.97696,Paying,yes,yes,unknown
877,48.02292,-2.17146,Paying,yes,unknown,yes
878,40.92898,-4.05689,Free,yes,no,unknown
879,42.54538,1.73344,Paying,yes,no,unknown
880,40.54961,-8.77067,Free,yes,yes,yes
881,63.23693,24.82099,Free,yes,yes,unknown
882,44.6403,-1.01969,Free,yes,yes,yes
883,41.29165,-4.68193,Free,yes,no,yes
884,38.56002,-0.08362,Paying,yes,yes,unknown
885,42.90977,-0.61941,Paying,yes,no,yes
886,43.57624,-1.48635,Paying,yes,yes,unknown
887,47.8539,-3.74346,Free,yes,no,unknown
888,42.38884,-8.49938,Free,yes,unknown,unknown
889,47.48831,-3.13681,Paying,yes,no,unknown
890,43.01348,3.04088,Paying,yes,no,unknown
891,38.96591,-5.96265,Free,yes,no,yes
892,43.93504,12.44485,Free,no,no,unknown
893,45.58037,0.04478,Free,yes,no,unknown
894,48.41111,-1.36278,Free,yes,yes,unknown
895,45.03578,3.09823,Free,yes,no,unknown
896,46.19932,-1.36506,Paying,yes,no,yes
897,48.68265,-3.97073,Paying,yes,yes,yes
898,44.39669,0.80508,Free,yes,yes,yes
899,47.51153,-3.13893,Free,yes,no,unknown
900,43.80279,7.74772,Paying,yes,no,unknown
901,42.46602,1.49422,Free,yes,no,yes
902,46.02827,-1.38419,Free,yes,yes,unknown
903,46.35049,-1.43666,Paying,yes,no,yes
904,40.0834,9.67794,Paying,yes,yes,unknown
905,45.86873,3.48255,Free,yes,yes,unknown
906,48.67925,5.88781,Free,yes,no,yes
907,43.78299,6.44211,Free,yes,yes,unknown
908,42.04335,-8.6465,Free,yes,no,unknown
909,40.87389,0.15556,Free,yes,no,unknown
910,37.58107,-6.75165,Free,yes,no,unknown
911,44.89777,5.36963,Free,yes,no,unknown
912,37.55425,-2.60865,Free,yes,yes,yes
